;Nr serie;Calibre;Modelo;Fabricante;Classificação;Outros
83;196288;7,62 MM;Para-FAL M964 A1 MD;IMBEL;Fuzil 7,62mm;Nº serie: da arma na Caixeta: 196288 Nº serie: Ferrolho e Impulssor do Ferrolho: 196288 Nº serie: Cano: 196288 Nº serie: Baioneta: 196288
84;125279;7,62 MM;Para-FAL M964 A1 MD;IMBEL;Fuzil 7,62mm;Nº serie: da arma na Caixeta: 125279 Nº serie: Ferrolho e Impulssor do Ferrolho: 125279 Nº serie: Cano: 125279 Nº serie: Baioneta: 125279
85;157002;7,62 MM;Para-FAL M964 A1 MD;IMBEL;Fuzil 7,62mm;Nº serie: da arma na Caixeta: 157002 Nº serie: Ferrolho e Impulssor do Ferrolho: 157002 Nº serie: Cano: 157002 Nº serie: Baioneta: 157002
86;220135;7,62 MM;Para-FAL M964 A1 MD;IMBEL;Fuzil 7,62mm;Nº serie: da arma na Caixeta: 220135 Nº serie: Ferrolho e Impulssor do Ferrolho: 220135 Nº serie: Cano: 220135 Nº serie: Baioneta: 220135
87;170604;7,62 MM;FAL M964;IMBEL;Fuzil 7,62mm;Nº serie: da arma na Caixeta: 170604 Nº serie: Ferrolho e Impulssor do Ferrolho: 170604 Nº serie: Cano: Não Tem Nº serie: Baioneta: 170604
88;203192;7,62 MM;FAL M964;IMBEL;Fuzil 7,62mm;Nº serie: da arma na Caixeta: 203192 Nº serie: Ferrolho e Impulssor do Ferrolho: 203192 Nº serie: Cano: Não Tem Nº serie: Baioneta: 203192
89;200396;7,62 MM;Para-FAL M964 A1 MD;IMBEL;Fuzil 7,62mm;Nº serie: da arma na Caixeta: 200396 Nº serie: Ferrolho e Impulssor do Ferrolho: 200396 Nº serie: Cano: 200396 Nº serie: Baioneta: 200396
90;185158;7,62 MM;Para-FAL M964 A1 MD;IMBEL;Fuzil 7,62mm;Nº serie: da arma na Caixeta: 161208 Nº serie: Ferrolho e Impulssor do Ferrolho: 161208 Nº serie: Cano: 161208 Nº serie: Baioneta: 161208
91;161208;7,62 MM;Para-FAL M964 A1 MD;IMBEL;Fuzil 7,62mm;CALIBRE: 7,62 MM  Possui a numeração diferente na Baioneta o nº existente na Baioneta é 206456
92;206451;7,62 MM;Para-FAL M964 A1 MD;IMBEL;Fuzil 7,62mm;Nº serie: da arma na Caixeta: 206451 Nº serie: Ferrolho e Impulssor do Ferrolho: 206451 Nº serie: Cano: 206451
93;133534;7,62 MM;Para-FAL M964 A1 MD;IMBEL;Fuzil 7,62mm;Nº serie: da arma na Caixeta: 133534 Nº serie: Ferrolho e Impulssor do Ferrolho: 133534 Nº serie: Cano: 133534 Nº serie: Baioneta: 133534
94;132968;7,62 MM;Para-FAL M964 A1 MD;IMBEL;Fuzil 7,62mm;Nº serie: da arma na Caixeta: 132968 Nº serie: Ferrolho e Impulssor do Ferrolho: 132968 Nº serie: Cano: 132968 Nº serie: Baioneta: 132968
95;119929;7,62 MM;Para-FAL M964 A1 MD;IMBEL;Fuzil 7,62mm;Nº serie: da arma na Caixeta: 119929 Nº serie: Ferrolho e Impulssor do Ferrolho: 119929 Nº serie: Cano: 119929 Nº serie: Baioneta: 119929
96;196542;7,62 MM;Para-FAL M964 A1 MD;IMBEL;Fuzil 7,62mm;Nº serie: da arma na Caixeta: 196542 Nº serie: Ferrolho e Impulssor do Ferrolho: 196542 Nº serie: Cano: 196542 Nº serie: Baioneta: 196542
97;207119;7,62 MM;Para-FAL M964 A1 MD;IMBEL;Fuzil 7,62mm;Nº serie: da arma na Caixeta: 207119 Nº serie: Ferrolho e Impulssor do Ferrolho: 207119 Nº serie: Cano: 207119 Nº serie: Baioneta: 207119
98;128377;7,62 MM;Para-FAL M964 A1 MD;IMBEL;Fuzil 7,62mm;Nº serie: da arma na Caixeta: 128377 Nº serie: Ferrolho e Impulssor do Ferrolho: 128377 Nº serie: Cano: 128377 Nº serie: Baioneta: 128377
99;101484;7,62 MM;Para-FAL M964 A1 MD;IMBEL;Fuzil 7,62mm;Nº serie: da arma na Caixeta: 101484 Nº serie: Ferrolho e Impulssor do Ferrolho: 101484 Nº serie: Cano: 101484 Nº serie: Baioneta: 101484
100;135327;7,62 MM;Para-FAL M964 A1 MD;IMBEL;Fuzil 7,62mm;Nº serie: da arma na Caixeta: 135327 Nº serie: Ferrolho e Impulssor do Ferrolho: 135327 Nº serie: Cano: 135327 Nº serie: Baioneta: 135327
101;115499;7,62 MM;Para-FAL M964 A1 MD;IMBEL;Fuzil 7,62mm;Nº serie: da arma na Caixeta: 115499 Nº serie: Ferrolho e Impulssor do Ferrolho: 115499 Nº serie: Cano: 115499 Nº serie: Baioneta: 115499
102;283205;7,62 MM;Para-FAL M964 A1 MD;IMBEL;Fuzil 7,62mm;Nº serie: da arma na Caixeta: 283205 Nº serie: Ferrolho e Impulssor do Ferrolho: 283205 Nº serie: Cano: 283205 Nº serie: Baioneta: 283205
103;177969;7,62 MM;Para-FAL M964 A1 MD;IMBEL;Fuzil 7,62mm;Nº serie: da arma na Caixeta: 177969 Nº serie: Ferrolho e Impulssor do Ferrolho: 177969 Nº serie: Cano: 177969 Nº serie: Baioneta: 177969
104;133477;7,62 MM;Para-FAL M964 A1 MD;IMBEL;Fuzil 7,62mm;Nº serie: da arma na Caixeta: 133477 Nº serie: Ferrolho e Impulssor do Ferrolho: 133477 Nº serie: Cano: 133477 Nº serie: Baioneta: 133477
105;206927;7,62 MM;Para-FAL M964 A1 MD;IMBEL;Fuzil 7,62mm;Nº serie: da arma na Caixeta: 206927 Nº serie: Ferrolho e Impulssor do Ferrolho: 206927 Nº serie: Cano: 206927 Nº serie: Baioneta: 206927
106;206509;7,62 MM;Para-FAL M964 A1 MD;IMBEL;Fuzil 7,62mm;Nº serie: da arma na Caixeta: 206509 Nº serie: Ferrolho e Impulssor do Ferrolho: 206509 Nº serie: Cano: 206509 Nº serie: Baioneta: 206509
107;162526;7,62 MM;Para-FAL M964 A1 MD;IMBEL;Fuzil 7,62mm;Nº serie: da arma na Caixeta: 162526 Nº serie: Ferrolho e Impulssor do Ferrolho: 162526 Nº serie: Cano: 162526 Nº serie: Baioneta: 162526
108;190911;7,62 MM;Para-FAL M964 A1 MD;IMBEL;Fuzil 7,62mm;Nº serie: da arma na Caixeta: 190911 Nº serie: Ferrolho e Impulssor do Ferrolho: 190911 Nº serie: Cano: 190911 Nº serie: Baioneta: 190911
109;04064;4,5MM;EB-79 FAC;ROSSI;FAC;-
110;07630;4,5MM;EB-79 FAC;ROSSI;FAC;-
111;2917;UTILIZADA PARA MIRA DO FUZIL FAP/FAL;LUNETA DE PONTARIA;-;Outros;-
112;14983;9 mm;M975A1;Beretta;Pistola 9mm;Nº serie: Armação: 14983 Nº serie: Ferrolho: 14983 Nº serie: Cano: 14983
113;15063;9 mm;M975A1;Beretta;Pistola 9mm;Nº serie: Armação: 15063 Nº serie: Ferrolho: 15063 Nº serie: Cano: 15063
114;15173;9 mm;M975A1;Beretta;Pistola 9mm;Nº serie: Armação: 15173 Nº serie: Ferrolho: 15173 Nº serie: Cano: 15173
115;15193;9 mm;M975A1;Beretta;Pistola 9mm;Nº serie: Armação: 15193 Nº serie: Ferrolho: 15193 Nº serie: Cano: 15193
