;Nr serie;Calibre;Modelo;Fabricante;Classificação;Outros
185;15243;9 mm;M975A1;Beretta;Pistola 9mm;NºSérie do Ferrolho: 15243 NºSérie do Cano:15243
186;15279;9 mm;M975A1;Beretta;Pistola 9mm;NºSérie do Ferrolho: 15279 NºSérie do Cano:15279
187;15706;9 mm;M975A1;Beretta;Pistola 9mm;NºSérie do Ferrolho:15706 NºSérie do Cano:15706
188;15914;9 mm;M975A1;Beretta;Pistola 9mm;NºSérie do Ferrolho:15914 NºSérie do Cano:15914
189;15917;9 mm;M975A1;Beretta;Pistola 9mm;NºSérie do Ferrolho:15917 NºSérie do Cano:15917
190;15922;9 mm;M975A1;Beretta;Pistola 9mm;NºSérie do Ferrolho:15922 NºSérie do Cano:15922
191;16005;9 mm;M975A1;Beretta;Pistola 9mm;NºSérie do Ferrolho:16005 Cano com ferrugem e sem número Pistola modelo Bereta
192;16012;9 mm;M975A1;Beretta;Pistola 9mm;NºSérie do Ferrolho:16012 NºSérie do Cano:16012
193;18043;9 mm;M975A1;Beretta;Pistola 9mm;NºSérie do Ferrolho:18043 NºSérie do Cano:18043
194;18052;9 mm;M975A1;Beretta;Pistola 9mm;NºSérie do Ferrolho:18052 NºSérie do Cano:18052
195;36039;9 mm;M975A1;Beretta;Pistola 9mm;NºSérie do Ferrolho:36039 NºSérie do Cano:36039
196;36157;9 mm;M975A1;Beretta;Pistola 9mm;NºSérie do Ferrolho:36157 NºSérie do Cano:36157
197;36430;9 mm;M975A1;Beretta;Pistola 9mm;NºSérie do Ferrolho:36430 NºSérie do Cano:36430
198;36812;9 mm;M975A1;Beretta;Pistola 9mm;NºSérie do Ferrolho:36812 NºSérie do Cano:36812
199;36855;9 mm;M975A1;Beretta;Pistola 9mm;NºSérie do Ferrolho:36855 NºSérie do Cano:36855
200;36862;9 mm;M975A1;Beretta;Pistola 9mm;NºSérie do Ferrolho:36862 NºSérie do Cano:36862
201;16632;9 mm;M975A1;Beretta;Pistola 9mm;
202;16448;9 mm;M975A1;Beretta;Pistola 9mm;
203;17364;9 mm;M975A1;Beretta;Pistola 9mm;NºSérie do Ferrolho:17364 NºSérie do Cano:17364
204;17892;9 mm;M975A1;Beretta;Pistola 9mm;NºSérie do Ferrolho:17892 NºSérie do Cano:17892
205;15148;9 mm;M975A1;Beretta;Pistola 9mm;NºSérie do Ferrolho: NºSérie do Cano:
206;15761;9 mm;M975A1;Beretta;Pistola 9mm;NºSérie do Ferrolho:15761 NºSérie do Cano:15761
207;17277;9 mm;M975A1;Beretta;Pistola 9mm;NºSérie do Ferrolho:17277 NºSérie do Cano:17277
208;12095;9 mm;M975A1;Beretta;Pistola 9mm;NºSérie do Ferrolho: 12095 NºSérie do Cano:12095
209;15909;9 mm;M975A1;Beretta;Pistola 9mm;NºSérie do Ferrolho:15909 NºSérie do Cano:15909
210;36491;9 mm;M975A1;Beretta;Pistola 9mm;NºSérie do Ferrolho:36491 NºSérie do Cano:36491
211;15290;9 mm;M975A1;Beretta;Pistola 9mm;NºSérie do Ferrolho: 15290 NºSérie do Cano:15290 NºSérie do Ferrolho: 15290 NºSérie do Cano:15290
212;-;FACA BAIONETA;IA2;-;Faca;-
213;-;FACA BAIONETA;IA2;-;Faca;-
214;-;FACA BAIONETA;IA2;-;Faca;-
215;-;FACA BAIONETA;IA2;-;Faca;-
216;-;FACA BAIONETA;IA2;-;Faca;-
217;-;FACA BAIONETA;IA2;-;Faca;-
218;-;FACA BAIONETA;IA2;-;Faca;-
219;-;FACA BAIONETA;IA2;-;Faca;-
220;-;FACA BAIONETA;IA2;-;Faca;-
221;-;FACA BAIONETA;IA2;-;Faca;-
222;-;FACA BAIONETA;IA2;-;Faca;-
223;-;FACA BAIONETA;IA2;-;Faca;-
224;-;FACA BAIONETA;IA2;-;Faca;-
225;-;FACA BAIONETA;IA2;-;Faca;-
226;-;FACA BAIONETA;IA2;-;Faca;-
227;-;FACA BAIONETA;IA2;-;Faca;-
228;-;FACA BAIONETA;IA2;-;Faca;-
229;-;FACA BAIONETA;IA2;-;Faca;-
230;-;FACA BAIONETA;IA2;-;Faca;-
231;-;FACA BAIONETA;IA2;-;Faca;-
232;-;FACA BAIONETA;IA2;-;Faca;-
233;-;FACA BAIONETA;IA2;-;Faca;-
234;-;FACA BAIONETA;IA2;-;Faca;-
235;-;FACA BAIONETA;IA2;-;Faca;-
236;-;FACA BAIONETA;IA2;-;Faca;-
237;-;FACA BAIONETA;IA2;-;Faca;-
238;-;FACA BAIONETA;IA2;-;Faca;-
239;-;FACA BAIONETA;IA2;-;Faca;-
240;-;FACA DE COMBATE;M3 TIPO AMERICANO;-;Faca;-
241;-;FACA DE COMBATE;M3 TIPO AMERICANO;-;Faca;-
242;-;FACA DE COMBATE;M3 TIPO AMERICANO;-;Faca;-
243;-;FACA DE COMBATE;M3 TIPO AMERICANO;-;Faca;-
244;-;FACA DE COMBATE;M3 TIPO AMERICANO;-;Faca;-
245;-;FACA DE COMBATE;M3 TIPO AMERICANO;-;Faca;-
246;-;FACA DE COMBATE;M3 TIPO AMERICANO;-;Faca;-
247;-;FACA DE COMBATE;M3 TIPO AMERICANO;-;Faca;-
248;-;FACA DE COMBATE;M3 TIPO AMERICANO;-;Faca;-
249;-;FACA DE COMBATE;M3 TIPO AMERICANO;-;Faca;-
250;-;FACA DE COMBATE;M3 TIPO AMERICANO;-;Faca;-
251;-;FACA DE COMBATE;M3 TIPO AMERICANO;-;Faca;-
252;-;FACA DE COMBATE;M3 TIPO AMERICANO;-;Faca;-
253;-;FACA DE COMBATE;M3 TIPO AMERICANO;-;Faca;-
254;-;FACA DE COMBATE;M3 TIPO AMERICANO;-;Faca;-
255;-;FACA DE COMBATE;M3 TIPO AMERICANO;-;Faca;-
256;-;FACA DE COMBATE;M3 TIPO AMERICANO;-;Faca;-
257;-;FACA DE COMBATE;M3 TIPO AMERICANO;-;Faca;-
258;-;FACA DE COMBATE;M3 TIPO AMERICANO;-;Faca;-
259;-;FACA DE COMBATE;M3 TIPO AMERICANO;-;Faca;-
260;-;FACA DE COMBATE;M3 TIPO AMERICANO;-;Faca;-
261;-;FACA DE COMBATE;M3 TIPO AMERICANO;-;Faca;-
262;-;FACA DE COMBATE;M3 TIPO AMERICANO;-;Faca;-
263;-;FACA DE COMBATE;M3 TIPO AMERICANO;-;Faca;-
264;-;FACA DE COMBATE;M3 TIPO AMERICANO;-;Faca;-
265;-;FACA DE COMBATE;M3 TIPO AMERICANO;-;Faca;-
266;-;FACA DE COMBATE;M3 TIPO AMERICANO;-;Faca;-
267;-;FACA DE COMBATE;M3 TIPO AMERICANO;-;Faca;-
268;-;FACA DE COMBATE;M3 TIPO AMERICANO;-;Faca;-
269;-;FACA DE COMBATE;M3 TIPO AMERICANO;-;Faca;-
270;-;FACA DE COMBATE;M3 TIPO AMERICANO;-;Faca;-
271;-;FACA DE COMBATE;M3 TIPO AMERICANO;-;Faca;-
272;-;FACA DE COMBATE;M3 TIPO AMERICANO;-;Faca;-
273;-;FACA DE COMBATE;M3 TIPO AMERICANO;-;Faca;-
274;-;FACA DE COMBATE;M3 TIPO AMERICANO;-;Faca;-
275;-;FACA DE COMBATE;M3 TIPO AMERICANO;-;Faca;-
276;-;FACA DE COMBATE;M3 TIPO AMERICANO;-;Faca;-
277;-;FACA DE COMBATE;M3 TIPO AMERICANO;-;Faca;-
278;-;FACA DE COMBATE;M3 TIPO AMERICANO;-;Faca;-
279;-;FACA DE COMBATE;M3 TIPO AMERICANO;-;Faca;-
280;-;FACA DE COMBATE;M3 TIPO AMERICANO;-;Faca;-
281;-;FACA DE COMBATE;M3 TIPO AMERICANO;-;Faca;-
282;-;FACA DE COMBATE;M3 TIPO AMERICANO;-;Faca;-
283;-;FACA DE COMBATE;M3 TIPO AMERICANO;-;Faca;-
284;-;FACA DE COMBATE;M3 TIPO AMERICANO;-;Faca;-
285;-;FACA DE COMBATE;M3 TIPO AMERICANO;-;Faca;-
286;-;FACA DE COMBATE;M3 TIPO AMERICANO;-;Faca;-
287;-;FACA DE COMBATE;M3 TIPO AMERICANO;-;Faca;-
288;-;FACA DE COMBATE;M3 TIPO AMERICANO;-;Faca;-
289;-;FACA DE COMBATE;M3 TIPO AMERICANO;-;Faca;-
290;-;FACA DE COMBATE;M3 TIPO AMERICANO;-;Faca;-
291;-;FACA DE COMBATE;M3 TIPO AMERICANO;-;Faca;-
292;-;FACA DE COMBATE;M3 TIPO AMERICANO;-;Faca;-
293;-;FACA DE COMBATE;M3 TIPO AMERICANO;-;Faca;-
294;-;FACA DE COMBATE;M3 TIPO AMERICANO;-;Faca;-
295;-;FACA DE COMBATE;M3 TIPO AMERICANO;-;Faca;-
296;-;FACA DE COMBATE;M3 TIPO AMERICANO;-;Faca;-
297;-;FACA DE COMBATE;M3 TIPO AMERICANO;-;Faca;-
298;-;FACA DE COMBATE;M3 TIPO AMERICANO;-;Faca;-
299;-;FACA DE COMBATE;M3 TIPO AMERICANO;-;Faca;-
300;E11597;12 GA;PUMP-G;-;Espingarda 12;Calibre 12
301;77329PW152;12 GA;PUMP-G;-;Espingarda 12;
